ip,port,status_code,server_header,nginx_version
"95.155.151.24","443","200","nginx/1.29.8","1.29.8"
"141.224.214.151","80","200","nginx","unknown"
"141.224.214.151","443","200","nginx","unknown"
"89.105.213.162","80","200","nginx","unknown"
"136.144.202.203","80","200","nginx","unknown"
"136.144.202.203","443","200","nginx","unknown"
"5.178.65.10","80","403","nginx","unknown"
"5.178.65.10","443","200","nginx","unknown"
"46.229.240.145","80","404","nginx","unknown"
"46.229.240.145","443","404","nginx","unknown"
"62.129.149.35","80","200","nginx","unknown"
"62.129.149.35","443","200","nginx","unknown"
"37.97.157.6","80","200","nginx","unknown"
"37.97.157.6","443","200","nginx","unknown"
"46.17.102.115","80","404","nginx/1.24.0 (Ubuntu)","1.24.0"
"46.17.102.115","443","200","nginx/1.24.0 (Ubuntu)","1.24.0"
"45.14.135.166","80","200","nginx","unknown"
"45.14.135.166","443","200","nginx","unknown"
"139.162.212.174","80","200","nginx","unknown"
"139.162.212.174","443","200","nginx","unknown"
"81.207.209.28","80","200","nginx/1.22.1","1.22.1"
"81.207.209.28","443","200","nginx/1.22.1","1.22.1"
"85.10.128.226","80","200","nginx","unknown"
"85.10.128.226","443","200","nginx","unknown"
"139.162.167.76","80","502","nginx/1.14.0 (Ubuntu)","1.14.0"
"185.206.232.94","80","200","nginx","unknown"
"185.206.232.94","443","200","nginx","unknown"
"212.7.203.226","80","200","nginx","unknown"
"212.7.203.226","443","200","nginx","unknown"
"136.144.206.142","80","200","nginx","unknown"
"136.144.206.142","443","200","nginx","unknown"
"212.114.115.190","80","200","nginx","unknown"
"212.114.115.190","443","200","nginx","unknown"
"83.82.209.134","80","200","nginx/1.24.0 (Ubuntu)","1.24.0"
"83.82.209.134","443","200","nginx/1.24.0 (Ubuntu)","1.24.0"
"139.162.191.76","80","404","nginx/1.20.1","1.20.1"
"139.162.191.76","443","200","nginx/1.20.1","1.20.1"
"31.187.166.51","80","200","nginx","unknown"
"213.249.69.235","80","200","nginx","unknown"
"213.249.69.235","443","200","nginx","unknown"
"95.211.67.177","80","200","nginx","unknown"
"95.211.67.177","443","200","nginx","unknown"
"217.104.50.88","80","200","nginx","unknown"
"217.104.50.88","443","200","nginx","unknown"
"95.211.212.141","80","200","nginx","unknown"
"95.211.212.141","443","200","nginx","unknown"
"139.162.235.254","80","200","nginx/1.10.1","1.10.1"
"85.10.185.74","80","200","nginx/1.18.0 (Ubuntu)","1.18.0"
"159.253.5.29","80","200","nginx","unknown"
"95.99.214.91","80","200","nginx","unknown"
"80.89.237.116","80","200","nginx","unknown"
"80.89.237.116","443","200","nginx","unknown"
"80.114.61.163","80","404","nginx/1.18.0 (Ubuntu)","1.18.0"
"80.114.61.163","443","200","nginx/1.18.0 (Ubuntu)","1.18.0"
"136.144.185.96","80","200","nginx/1.24.0 (Ubuntu)","1.24.0"
"5.200.14.68","80","403","nginx","unknown"
"5.200.14.68","443","403","nginx","unknown"
"78.111.89.134","80","401","nginx/1.18.0","1.18.0"
"86.84.77.184","80","200","nginx","unknown"
"95.211.215.59","80","401","nginx","unknown"
"95.211.215.59","443","401","nginx","unknown"
"62.45.124.94","80","200","nginx","unknown"
"62.45.124.94","443","200","nginx","unknown"
"85.209.89.253","80","200","nginx/1.18.0 (Ubuntu)","1.18.0"
"85.209.89.253","443","200","nginx/1.18.0 (Ubuntu)","1.18.0"
"139.162.15.88","80","200","nginx","unknown"
"77.169.219.97","80","502","nginx","unknown"
"77.169.219.97","443","502","nginx","unknown"
"31.187.165.167","80","200","nginx","unknown"
"31.187.165.167","443","200","nginx","unknown"
"91.220.25.174","80","200","nginx/1.18.0 (Ubuntu)","1.18.0"
"85.17.31.172","80","401","nginx","unknown"
"85.17.31.172","443","401","nginx","unknown"
"46.17.7.71","80","200","nginx","unknown"
"46.17.7.71","443","200","nginx","unknown"
"82.74.201.88","80","404","nginx/1.24.0 (Ubuntu)","1.24.0"
"62.112.10.92","80","401","nginx","unknown"
"193.41.32.92","80","404","nginx","unknown"
"193.41.32.92","443","404","nginx","unknown"
"185.107.89.190","80","200","nginx","unknown"
"185.107.89.190","443","200","nginx","unknown"
"139.162.173.56","80","200","nginx/1.18.0 (Ubuntu)","1.18.0"
"139.162.173.56","443","200","nginx/1.18.0 (Ubuntu)","1.18.0"
"178.18.31.52","80","200","nginx/1.24.0 (Ubuntu)","1.24.0"
"178.18.31.52","443","200","nginx/1.24.0 (Ubuntu)","1.24.0"
"95.211.211.215","80","200","nginx/1.18.0 (Ubuntu)","1.18.0"
"95.211.211.215","443","200","nginx/1.18.0 (Ubuntu)","1.18.0"
"139.162.131.200","80","404","nginx/1.24.0 (Ubuntu)","1.24.0"
"139.162.131.200","443","200","nginx/1.24.0 (Ubuntu)","1.24.0"
"185.11.145.78","80","200","nginx","unknown"
"185.11.145.78","443","200","nginx","unknown"
"195.191.150.246","80","400","nginx","unknown"
"195.191.150.246","443","400","nginx","unknown"
"155.204.218.34","80","403","nginx","unknown"
"155.204.218.34","443","403","nginx","unknown"
"139.162.57.230","80","404","nginx/1.15.9 (Ubuntu)","1.15.9"
"94.131.223.68","80","200","nginx","unknown"
"94.131.223.68","443","200","nginx","unknown"
"86.90.150.11","80","200","nginx-pika","unknown"
"86.90.150.11","443","200","nginx-pika","unknown"
"92.246.129.46","80","200","nginx/1.27.5","1.27.5"
"92.246.129.46","443","200","nginx/1.27.5","1.27.5"
"185.97.231.209","80","200","nginx/1.24.0 (Ubuntu)","1.24.0"
"185.97.231.209","443","401","nginx","unknown"
"185.51.247.216","80","200","nginx/1.20.2","1.20.2"
"185.51.247.216","443","200","nginx/1.20.2","1.20.2"
"84.35.93.141","80","200","nginx","unknown"
"84.35.93.141","443","200","nginx","unknown"
"85.17.246.92","80","404","nginx/1.26.3","1.26.3"
"85.17.246.92","443","200","nginx/1.26.3","1.26.3"
"193.116.165.116","80","200","nginx/1.18.0","1.18.0"
"193.116.165.116","443","200","nginx/1.18.0","1.18.0"
"23.109.61.130","80","200","nginx","unknown"
"23.109.61.130","443","200","nginx","unknown"
"188.137.177.219","80","200","nginx","unknown"
"188.137.177.219","443","200","nginx","unknown"
"5.79.79.210","80","200","nginx/1.28.0","1.28.0"
"185.71.62.154","80","200","nginx","unknown"
"185.71.62.154","443","200","nginx","unknown"
"193.27.86.27","80","403","nginx","unknown"
"193.27.86.27","443","403","nginx","unknown"
"149.210.176.212","80","403","nginx","unknown"
"149.210.176.212","443","403","nginx","unknown"
"92.108.72.140","80","200","nginx","unknown"
"92.108.72.140","443","200","nginx","unknown"
"62.45.61.9","80","403","nginx","unknown"
"37.128.148.185","80","200","nginx","unknown"
"37.128.148.185","443","200","nginx","unknown"
"185.237.165.19","80","200","nginx/1.14.1","1.14.1"
"185.237.165.19","443","200","nginx/1.14.1","1.14.1"
"185.156.163.238","80","403","nginx","unknown"
"185.156.163.238","443","200","nginx","unknown"
"91.232.114.2","80","500","nginx/1.14.1","1.14.1"
"91.232.114.2","443","500","nginx/1.14.1","1.14.1"
"93.119.3.34","80","200","nginx","unknown"
"93.119.3.34","443","200","nginx","unknown"
"212.43.149.214","80","200","nginx","unknown"
"212.43.149.214","443","200","nginx","unknown"
"37.97.166.158","80","502","nginx/1.16.1","1.16.1"
"37.97.166.158","443","200","nginx","unknown"
"185.107.83.48","80","200","nginx","unknown"
"185.107.83.48","443","200","nginx","unknown"
"185.33.116.12","80","200","nginx","unknown"
"185.33.116.12","443","200","nginx","unknown"
"84.26.197.114","80","502","nginx","unknown"
"83.149.105.33","80","200","nginx/1.24.0 (Ubuntu)","1.24.0"
"109.106.185.25","80","200","nginx","unknown"
"109.106.185.25","443","200","nginx","unknown"
"130.89.148.248","80","200","nginx","unknown"
"130.89.148.248","443","200","nginx","unknown"
"136.144.187.6","80","200","nginx","unknown"
"136.144.187.6","443","200","nginx","unknown"
"37.97.226.125","80","404","nginx/1.24.0 (Ubuntu)","1.24.0"
"37.97.226.125","443","200","nginx/1.24.0 (Ubuntu)","1.24.0"
"185.218.226.200","80","404","nginx","unknown"
"185.218.226.200","443","404","nginx","unknown"
"84.107.173.219","80","200","nginx","unknown"
"83.149.70.69","80","200","nginx","unknown"
"83.149.70.69","443","200","nginx","unknown"
"185.177.124.156","80","500","nginx","unknown"
"185.177.124.156","443","500","nginx","unknown"
"45.131.180.51","80","404","nginx","unknown"
"45.131.180.51","443","404","nginx","unknown"
"156.67.63.18","80","200","nginx/1.18.0 (Ubuntu)","1.18.0"
"156.67.63.18","443","404","nginx/1.18.0 (Ubuntu)","1.18.0"
"103.219.154.83","80","200","nginx/1.25.1","1.25.1"
"103.219.154.83","443","200","nginx/1.25.1","1.25.1"
"45.142.16.140","80","200","nginx","unknown"
"77.172.42.177","80","502","nginx","unknown"
"77.172.42.177","443","502","nginx","unknown"
"45.67.98.194","80","404","nginx/1.26.2","1.26.2"
"45.67.98.194","443","404","nginx/1.26.2","1.26.2"
"139.162.183.139","80","200","nginx","unknown"
"139.162.183.139","443","200","nginx","unknown"
"213.108.105.152","80","200","nginx/1.29.8","1.29.8"
"213.108.105.152","443","200","nginx/1.18.0","1.18.0"
"139.162.154.134","80","200","nginx/1.22.1","1.22.1"
"139.162.154.134","443","200","nginx/1.22.1","1.22.1"
"86.83.78.222","80","200","nginx","unknown"
"86.83.78.222","443","200","nginx","unknown"
"37.97.202.33","80","200","nginx","unknown"
"37.97.202.33","443","200","nginx","unknown"
"178.22.56.76","80","200","nginx","unknown"
"178.22.56.76","443","200","nginx","unknown"
"83.247.64.90","80","200","nginx/1.14.2","1.14.2"
"213.124.21.181","80","200","nginx","unknown"
"213.124.21.181","443","200","nginx","unknown"
"185.12.12.18","80","403","nginx/1.14.0 (Ubuntu)","1.14.0"
"185.12.12.18","443","200","nginx/1.14.0 (Ubuntu)","1.14.0"
"188.137.181.44","80","404","nginx/1.18.0 (Ubuntu)","1.18.0"
"188.137.181.44","443","200","nginx/1.18.0 (Ubuntu)","1.18.0"
"217.170.17.208","80","200","nginx","unknown"
"217.170.17.208","443","200","nginx","unknown"
"37.48.89.130","80","200","nginx/1.18.0 (Ubuntu)","1.18.0"
"37.48.89.130","443","200","nginx/1.18.0 (Ubuntu)","1.18.0"
"45.82.69.172","80","200","nginx","unknown"
"45.82.69.172","443","200","nginx","unknown"
"139.162.20.30","80","200","nginx/1.12.2","1.12.2"
"185.206.232.123","80","200","nginx/1.22.1","1.22.1"
"185.206.232.123","443","200","nginx/1.22.1","1.22.1"
"139.162.124.237","80","200","nginx/1.24.0 (Ubuntu)","1.24.0"
"130.89.148.43","80","200","nginx","unknown"
"130.89.148.43","443","200","nginx","unknown"
"185.52.54.98","80","404","nginx","unknown"
"185.52.54.98","443","404","nginx","unknown"
"77.169.57.195","80","200","nginx","unknown"
"77.169.57.195","443","200","nginx","unknown"
"85.144.164.130","80","200","nginx","unknown"
"85.144.164.130","443","200","nginx","unknown"
"139.162.104.61","80","200","nginx","unknown"
"139.162.104.61","443","200","nginx","unknown"
"45.131.180.247","80","404","nginx","unknown"
"45.131.180.247","443","404","nginx","unknown"
"93.119.8.75","80","200","nginx","unknown"
"93.119.8.75","443","404","nginx","unknown"
"45.93.148.106","80","404","nginx","unknown"
"45.93.148.106","443","404","nginx","unknown"
"185.225.27.130","80","404","nginx","unknown"
"185.225.27.130","443","404","nginx","unknown"
"145.131.7.26","80","200","nginx","unknown"
"62.45.44.30","80","200","nginx","unknown"
"62.45.44.30","443","200","nginx","unknown"
"81.172.216.174","80","200","nginx","unknown"
"81.172.216.174","443","200","nginx","unknown"
"145.53.118.94","80","200","nginx","unknown"
"145.53.118.94","443","200","nginx","unknown"
"212.92.104.117","80","200","nginx/1.28.0","1.28.0"
"89.41.170.140","80","200","nginx","unknown"
"89.41.170.140","443","403","nginx","unknown"
"212.32.249.184","80","403","nginx","unknown"
"212.32.249.184","443","403","nginx","unknown"
"77.162.30.167","80","200","nginx","unknown"
"77.162.30.167","443","200","nginx","unknown"
"45.154.25.153","80","200","nginx/1.14.0 (Ubuntu)","1.14.0"
"45.154.25.153","443","200","nginx/1.14.0 (Ubuntu)","1.14.0"
"178.226.198.245","80","200","nginx/1.24.0 (Ubuntu)","1.24.0"
"178.226.198.245","443","200","nginx/1.24.0 (Ubuntu)","1.24.0"
"45.132.11.20","80","200","nginx","unknown"
"45.132.11.20","443","200","nginx","unknown"
"217.18.77.85","80","403","nginx","unknown"
"217.18.77.85","443","403","nginx","unknown"
"185.104.100.167","80","200","nginx","unknown"
"131.180.126.155","80","502","nginx/1.18.0 (Ubuntu)","1.18.0"
"185.107.89.148","80","200","nginx","unknown"
"185.107.89.148","443","200","nginx","unknown"
"5.157.82.94","80","200","nginx/1.18.0 (Ubuntu)","1.18.0"
"5.157.82.94","443","200","nginx/1.18.0 (Ubuntu)","1.18.0"
"178.162.170.174","80","200","nginx/1.28.3","1.28.3"
"178.162.170.174","443","200","nginx/1.28.3","1.28.3"
"213.108.110.241","80","401","nginx","unknown"
"213.108.110.241","443","401","nginx","unknown"
"185.156.162.11","80","403","nginx","unknown"
"185.156.162.11","443","200","nginx","unknown"
"185.182.59.6","80","200","nginx","unknown"
"185.182.59.6","443","200","nginx","unknown"
"37.128.148.155","80","200","nginx","unknown"
"37.128.148.155","443","200","nginx","unknown"
"77.95.249.171","80","200","nginx","unknown"
"77.95.249.171","443","200","nginx","unknown"
"188.190.113.99","80","404","nginx","unknown"
"188.190.113.99","443","404","nginx","unknown"
"45.142.166.172","80","200","nginx","unknown"
"45.142.166.172","443","200","nginx","unknown"
"85.17.118.70","80","200","nginx","unknown"
"85.17.118.70","443","200","nginx","unknown"
"84.22.117.118","80","404","nginx/1.27.1","1.27.1"
"84.22.117.118","443","400","nginx/1.27.1","1.27.1"
"139.162.120.162","80","200","nginx","unknown"
"139.162.120.162","443","200","nginx","unknown"
"84.107.199.136","80","404","nginx/1.29.3","1.29.3"
"84.107.199.136","443","401","nginx/1.29.3","1.29.3"
"139.162.73.41","80","404","nginx/1.19.7","1.19.7"
"139.162.73.41","443","200","nginx/1.19.7","1.19.7"
"95.168.175.15","80","200","nginx","unknown"
"31.44.5.91","80","401","nginx/1.18.0","1.18.0"
"109.201.144.99","80","403","nginx/1.18.0","1.18.0"
"109.201.144.99","443","404","nginx/1.18.0","1.18.0"
"95.211.66.44","80","404","nginx/1.20.1","1.20.1"
"95.211.66.44","443","404","nginx/1.20.1","1.20.1"
"185.209.51.215","80","404","nginx","unknown"
"185.209.51.215","443","404","nginx","unknown"
"89.39.105.54","80","200","nginx","unknown"
"89.39.105.54","443","200","nginx","unknown"
"5.11.83.207","80","200","nginx/1.28.2","1.28.2"
"5.11.83.207","443","200","nginx/1.28.2","1.28.2"
"84.105.183.173","80","403","nginx","unknown"
"84.105.183.173","443","403","nginx","unknown"
"170.62.109.56","80","404","nginx","unknown"
"170.62.109.56","443","404","nginx","unknown"
"80.111.10.52","80","200","nginx","unknown"
"80.111.10.52","443","200","nginx","unknown"
"139.162.188.27","80","404","nginx/1.28.0","1.28.0"
"139.162.188.27","443","200","nginx/1.28.0","1.28.0"
"5.182.209.16","80","404","nginx/1.18.0 (Ubuntu)","1.18.0"
"5.182.209.16","443","200","nginx/1.18.0 (Ubuntu)","1.18.0"
"139.162.30.72","80","200","nginx","unknown"
"139.162.30.72","443","200","nginx","unknown"
"77.74.50.71","80","200","nginx","unknown"
"77.74.50.71","443","200","nginx","unknown"
"139.162.214.50","80","404","nginx","unknown"
"139.162.214.50","443","404","nginx","unknown"
"94.75.223.165","80","200","nginx/1.23.2","1.23.2"
"94.75.223.165","443","200","nginx/1.23.2","1.23.2"
"172.255.193.212","80","200","nginx","unknown"
"172.255.193.212","443","200","nginx","unknown"
"86.89.144.62","80","200","nginx/1.29.2","1.29.2"
"86.89.144.62","443","200","nginx/1.29.2","1.29.2"
"159.253.5.240","80","200","nginx","unknown"
"77.172.33.65","80","200","nginx","unknown"
"77.172.33.65","443","200","nginx","unknown"
"91.221.151.251","80","400","nginx","unknown"
"95.170.74.148","80","200","nginx","unknown"
"95.170.74.148","443","200","nginx","unknown"
"185.57.8.211","80","200","nginx","unknown"
"185.57.8.211","443","200","nginx","unknown"
"149.210.171.207","80","200","nginx","unknown"
"149.210.171.207","443","200","nginx","unknown"
"86.80.195.180","80","200","nginx","unknown"
"86.80.195.180","443","200","nginx","unknown"
"178.162.148.111","80","401","nginx","unknown"
"178.162.148.111","443","401","nginx","unknown"
"139.162.100.192","80","500","nginx","unknown"
"139.162.100.192","443","500","nginx","unknown"
"139.162.234.119","80","200","nginx/1.18.0 (Ubuntu)","1.18.0"
"139.162.234.119","443","200","nginx/1.18.0 (Ubuntu)","1.18.0"
"93.119.12.181","80","200","nginx","unknown"
"93.119.12.181","443","200","nginx","unknown"
"37.97.152.207","80","200","nginx","unknown"
"37.97.152.207","443","200","nginx","unknown"
"139.162.240.25","80","200","nginx","unknown"
"139.162.240.25","443","200","nginx","unknown"
"88.208.52.175","80","403","nginx/1.16.1","1.16.1"
"88.208.52.175","443","404","nginx/1.16.1","1.16.1"
"185.183.35.55","80","200","nginx/1.26.2","1.26.2"
"185.183.35.55","443","200","nginx/1.26.2","1.26.2"
"86.89.52.188","80","200","nginx","unknown"
"86.89.52.188","443","200","nginx","unknown"
"203.159.94.158","80","200","nginx/1.20.1","1.20.1"
"203.159.94.158","443","200","nginx/1.20.1","1.20.1"
"89.105.197.78","80","200","nginx","unknown"
"89.105.197.78","443","200","nginx","unknown"
"78.140.142.51","80","404","nginx","unknown"
"45.90.13.120","80","502","nginx/1.24.0 (Ubuntu)","1.24.0"
"45.90.13.120","443","502","nginx/1.24.0 (Ubuntu)","1.24.0"
"136.144.245.196","80","200","nginx","unknown"
"136.144.245.196","443","200","nginx","unknown"
"89.105.212.178","80","200","nginx/1.24.0 (Ubuntu)","1.24.0"
"139.162.176.29","80","401","nginx","unknown"
"139.162.176.29","443","401","nginx","unknown"
"91.198.171.131","80","200","nginx","unknown"
"91.198.171.131","443","200","nginx","unknown"
"62.194.45.117","80","200","nginx","unknown"
"62.194.45.117","443","200","nginx","unknown"
"83.87.202.29","80","200","nginx","unknown"
"83.87.202.29","443","200","nginx","unknown"
"144.178.234.59","80","404","nginx/1.18.0 (Ubuntu)","1.18.0"
"144.178.234.59","443","200","nginx/1.18.0 (Ubuntu)","1.18.0"
"5.79.78.85","80","200","nginx","unknown"
"5.79.78.85","443","200","nginx","unknown"
"77.222.85.151","80","404","nginx/1.18.0 (Ubuntu)","1.18.0"
"77.222.85.151","443","404","nginx/1.18.0 (Ubuntu)","1.18.0"
"193.41.32.61","80","404","nginx","unknown"
"193.41.32.61","443","404","nginx","unknown"
"66.151.41.84","80","200","nginx/1.24.0 (Ubuntu)","1.24.0"
"185.107.90.37","80","200","nginx","unknown"
"185.107.90.37","443","200","nginx","unknown"
"109.237.213.208","80","200","nginx","unknown"
"109.237.213.208","443","200","nginx","unknown"
"109.201.144.150","80","403","nginx/1.18.0","1.18.0"
"109.201.144.150","443","404","nginx/1.18.0","1.18.0"
"31.44.4.165","80","200","nginx/1.24.0 (Ubuntu)","1.24.0"
"31.44.4.165","443","200","nginx/1.24.0 (Ubuntu)","1.24.0"
"89.149.213.31","80","403","nginx","unknown"
"89.149.213.31","443","403","nginx","unknown"
"95.211.159.251","80","200","nginx","unknown"
"95.211.159.251","443","200","nginx","unknown"
"92.68.167.203","80","200","nginx","unknown"
"46.229.169.225","80","403","nginx","unknown"
"185.107.89.135","80","200","nginx","unknown"
"185.107.89.135","443","200","nginx","unknown"
"82.73.90.139","80","200","nginx","unknown"
"95.211.217.103","80","404","nginx/1.19.5","1.19.5"
"95.211.217.103","443","404","nginx/1.19.5","1.19.5"
"45.128.220.140","80","502","nginx/1.24.0 (Ubuntu)","1.24.0"
"45.128.220.140","443","502","nginx/1.24.0 (Ubuntu)","1.24.0"
"175.110.122.51","80","200","nginx/1.28.2","1.28.2"
"175.110.122.51","443","200","nginx/1.28.2","1.28.2"
"95.211.160.90","80","200","nginx","unknown"
"95.211.160.90","443","200","nginx","unknown"
"82.192.69.83","80","200","nginx","unknown"
"82.192.69.83","443","200","nginx","unknown"
"143.177.148.103","80","200","nginx","unknown"
"143.177.148.103","443","200","nginx","unknown"
"193.33.61.76","80","404","nginx/1.10.3 (Ubuntu)","1.10.3"
"193.33.61.76","443","404","nginx/1.10.3 (Ubuntu)","1.10.3"
"185.107.90.28","80","200","nginx","unknown"
"185.107.90.28","443","200","nginx","unknown"
"31.14.234.97","80","403","nginx/1.26.2","1.26.2"
"31.14.234.97","443","403","nginx/1.26.2","1.26.2"
"83.149.106.72","80","200","nginx/1.24.0 (Ubuntu)","1.24.0"
"83.149.106.72","443","200","nginx/1.24.0 (Ubuntu)","1.24.0"
"5.255.109.180","80","200","nginx","unknown"
"62.45.95.161","80","200","nginx","unknown"
"188.72.231.23","80","404","nginx","unknown"
"66.151.40.103","80","200","nginx/1.18.0 (Ubuntu)","1.18.0"
"66.151.40.103","443","404","nginx/1.18.0 (Ubuntu)","1.18.0"
"213.108.108.224","80","200","nginx/1.18.0 (Ubuntu)","1.18.0"
"213.108.108.224","443","200","nginx/1.18.0 (Ubuntu)","1.18.0"
"212.8.253.176","80","200","nginx","unknown"
"139.162.206.226","80","200","nginx","unknown"
"139.162.206.226","443","404","nginx","unknown"
"62.238.232.108","80","200","nginx","unknown"
"62.238.232.108","443","200","nginx","unknown"
"86.88.10.6","80","200","nginx","unknown"
"86.88.10.6","443","200","nginx","unknown"
"95.211.229.213","80","404","nginx","unknown"
"95.211.229.213","443","404","nginx","unknown"
"77.220.213.121","80","403","nginx","unknown"
"77.220.213.121","443","403","nginx","unknown"
"185.71.63.70","80","200","nginx","unknown"
"185.71.63.70","443","200","nginx","unknown"
"193.176.186.7","80","200","nginx","unknown"
"193.176.186.7","443","200","nginx","unknown"
"77.171.81.77","80","200","nginx","unknown"
"77.171.81.77","443","200","nginx","unknown"
"37.48.121.90","80","200","nginx","unknown"
"37.48.121.90","443","200","nginx","unknown"
"136.144.248.126","80","200","nginx","unknown"
"136.144.248.126","443","200","nginx","unknown"
"145.131.4.247","80","404","nginx/1.25.2","1.25.2"
"145.131.4.247","443","502","nginx/1.25.2","1.25.2"
"77.83.173.193","80","200","nginx","unknown"
"77.83.173.193","443","200","nginx","unknown"
"172.255.251.87","80","404","nginx/1.29.4","1.29.4"
"172.255.251.87","443","404","nginx/1.29.4","1.29.4"
"62.250.219.198","80","200","nginx","unknown"
"62.250.219.198","443","200","nginx","unknown"
"5.79.113.74","80","200","nginx","unknown"
"5.79.113.74","443","200","nginx","unknown"
"139.162.245.19","80","404","nginx/1.18.0 (Ubuntu)","1.18.0"
"37.218.240.156","80","401","nginx/1.22.1","1.22.1"
"81.207.174.144","80","503","nginx","unknown"
"109.72.86.234","80","200","nginx","unknown"
"185.33.117.64","80","200","nginx","unknown"
"185.33.117.64","443","200","nginx","unknown"
"46.182.181.137","80","400","nginx","unknown"
"188.209.213.169","80","403","nginx/1.22.0","1.22.0"
"188.209.213.169","443","403","nginx/1.22.0","1.22.0"
"89.105.198.188","80","200","nginx/1.26.1","1.26.1"
"89.105.198.188","443","200","nginx/1.26.1","1.26.1"
"141.138.141.13","80","200","nginx/1.24.0 (Ubuntu)","1.24.0"
"141.138.141.13","443","200","nginx/1.24.0 (Ubuntu)","1.24.0"
"139.162.1.143","80","200","nginx","unknown"
"139.162.1.143","443","200","nginx","unknown"
"139.162.47.96","80","200","nginx/1.24.0 (Ubuntu)","1.24.0"
"139.162.47.96","443","200","nginx/1.24.0 (Ubuntu)","1.24.0"
"79.142.76.250","80","200","nginx","unknown"
"79.142.76.250","443","200","nginx","unknown"
"185.206.214.241","80","200","nginx/1.20.0","1.20.0"
"185.206.214.241","443","200","nginx/1.20.0","1.20.0"
"83.81.28.123","80","200","nginx","unknown"
"46.229.168.227","80","200","nginx","unknown"
"46.229.168.227","443","200","nginx","unknown"
"45.66.96.212","80","200","nginx/1.27.5","1.27.5"
"45.66.96.212","443","200","nginx/1.27.5","1.27.5"
"37.48.95.133","80","200","nginx/1.18.0 (Ubuntu)","1.18.0"
"37.48.95.133","443","200","nginx/1.18.0 (Ubuntu)","1.18.0"
"91.195.81.46","80","200","nginx","unknown"
"91.195.81.46","443","200","nginx","unknown"
"188.137.253.93","80","403","nginx","unknown"
"188.137.253.93","443","403","nginx","unknown"
"136.144.253.159","80","200","nginx","unknown"
"136.144.253.159","443","200","nginx","unknown"
"178.162.174.181","80","401","nginx","unknown"
"178.162.174.181","443","401","nginx","unknown"
"212.108.82.138","80","200","nginx/1.18.0 (Ubuntu)","1.18.0"
"212.108.82.138","443","200","nginx","unknown"
"89.35.163.41","80","403","nginx","unknown"
"185.173.21.22","80","204","nginx","unknown"
"185.173.21.22","443","204","nginx","unknown"
"85.223.103.252","80","403","nginx/1.18.0 (Ubuntu)","1.18.0"
"85.223.103.252","443","403","nginx/1.18.0 (Ubuntu)","1.18.0"
"159.253.5.161","80","200","nginx","unknown"
"217.170.16.12","80","404","nginx/1.25.0","1.25.0"
"217.170.16.12","443","200","nginx/1.25.0","1.25.0"
"83.96.236.30","80","200","nginx/1.14.1","1.14.1"
"83.96.236.30","443","200","nginx/1.14.1","1.14.1"
"139.162.231.87","80","401","nginx","unknown"
"139.162.231.87","443","401","nginx","unknown"
"95.168.162.137","80","200","nginx/1.18.0 (Ubuntu)","1.18.0"
"95.168.162.137","443","200","nginx/1.18.0 (Ubuntu)","1.18.0"
"145.128.203.19","80","200","nginx/1.17.4","1.17.4"
"145.128.203.19","443","502","nginx/1.17.4","1.17.4"
"185.56.147.28","80","502","nginx/1.10.3 (Ubuntu)","1.10.3"
"185.56.147.28","443","502","nginx/1.10.3 (Ubuntu)","1.10.3"
"188.137.176.222","80","200","nginx/1.18.0 (Ubuntu)","1.18.0"
"188.137.176.222","443","502","nginx/1.18.0 (Ubuntu)","1.18.0"
"139.162.203.81","80","403","nginx","unknown"
"139.162.203.81","443","403","nginx","unknown"
"188.137.182.189","80","200","nginx/1.18.0 (Ubuntu)","1.18.0"
"188.137.182.189","443","200","nginx/1.18.0 (Ubuntu)","1.18.0"
"37.48.111.205","80","200","nginx/1.18.0 (Ubuntu)","1.18.0"
"37.48.111.205","443","200","nginx/1.18.0 (Ubuntu)","1.18.0"
"178.162.148.117","80","401","nginx","unknown"
"178.162.148.117","443","401","nginx","unknown"
"45.13.164.39","80","404","nginx","unknown"
"84.22.115.178","80","200","nginx/1.14.2","1.14.2"
"89.105.209.154","80","200","nginx","unknown"
"89.105.209.154","443","200","nginx","unknown"
"67.22.45.65","80","200","nginx","unknown"
"67.22.45.65","443","200","nginx","unknown"
"81.171.24.158","80","200","nginx","unknown"
"81.171.24.158","443","200","nginx","unknown"
"89.200.202.70","80","200","nginx","unknown"
"89.200.202.70","443","200","nginx + Phusion Passenger 5.1.8","unknown"
"185.107.89.19","80","200","nginx","unknown"
"185.107.89.19","443","200","nginx","unknown"
"37.74.108.18","80","200","nginx/1.18.0 (Ubuntu)","1.18.0"
"37.74.108.18","443","200","nginx/1.18.0 (Ubuntu)","1.18.0"
"185.156.162.154","80","403","nginx","unknown"
"185.156.162.154","443","200","nginx","unknown"
"77.220.213.221","80","200","nginx","unknown"
"77.220.213.221","443","200","nginx","unknown"
"150.251.143.105","80","403","nginx/1.24.0 (Ubuntu)","1.24.0"
"150.251.143.105","443","403","nginx/1.24.0 (Ubuntu)","1.24.0"
"85.10.150.107","80","404","nginx","unknown"
"85.10.150.107","443","200","nginx","unknown"
"139.162.71.107","80","403","nginx","unknown"
"139.162.71.107","443","403","nginx","unknown"
"176.222.52.187","80","200","nginx/1.18.0","1.18.0"
"195.191.151.229","80","200","nginx","unknown"
"195.191.151.229","443","200","nginx","unknown"
